State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Region
Bihar,JAMUI,2007,Summer     ,Maize,202,596,East India
Bihar,JAMUI,2007,Summer     ,Moong(Green Gram),147,140,East India
Bihar,JAMUI,2007,Whole Year ,Potato,1449,12784,East India
Bihar,JAMUI,2007,Whole Year ,Sugarcane,671,9551,East India
Bihar,JAMUI,2007,Winter     ,Rice,43788,81148,East India
Bihar,JAMUI,2008,Autumn     ,Maize,3967,5977,East India
Bihar,JAMUI,2008,Kharif     ,Arhar/Tur,385,670,East India
Bihar,JAMUI,2008,Kharif     ,Moong(Green Gram),104,58,East India
Bihar,JAMUI,2008,Kharif     ,Potato,600,4500,East India
Bihar,JAMUI,2008,Kharif     ,Urad,1,1,East India
Bihar,JAMUI,2008,Rabi       ,Barley,562,371,East India
Bihar,JAMUI,2008,Rabi       ,Gram,1188,652,East India
Bihar,JAMUI,2008,Rabi       ,Khesari,207,200,East India
Bihar,JAMUI,2008,Rabi       ,Linseed,211,173,East India
Bihar,JAMUI,2008,Rabi       ,Maize,211,793,East India
Bihar,JAMUI,2008,Rabi       ,Masoor,541,283,East India
Bihar,JAMUI,2008,Rabi       ,Other  Rabi pulses,13,10,East India
Bihar,JAMUI,2008,Rabi       ,Peas & beans (Pulses),48,46,East India
Bihar,JAMUI,2008,Rabi       ,Potato,922,1300,East India
Bihar,JAMUI,2008,Rabi       ,Rapeseed & Mustard,197,321,East India
Bihar,JAMUI,2008,Rabi       ,Wheat,14107,13100,East India
Bihar,JAMUI,2008,Summer     ,Maize,225,720,East India
Bihar,JAMUI,2008,Summer     ,Moong(Green Gram),1,1,East India
Bihar,JAMUI,2008,Whole Year ,Onion,51,449,East India
Bihar,JAMUI,2008,Whole Year ,Sugarcane,619,10028,East India
Bihar,JAMUI,2008,Winter     ,Rice,41565,71441,East India
Bihar,JAMUI,2009,Autumn     ,Maize,2753,4614,East India
Bihar,JAMUI,2009,Autumn     ,Rice,23,22,East India
Bihar,JAMUI,2009,Kharif     ,Arhar/Tur,77,205,East India
Bihar,JAMUI,2009,Kharif     ,Horse-gram,635,611,East India
Bihar,JAMUI,2009,Kharif     ,Moong(Green Gram),29,19,East India
Bihar,JAMUI,2009,Kharif     ,Other Kharif pulses,26,22,East India
Bihar,JAMUI,2009,Kharif     ,Urad,1,1,East India
Bihar,JAMUI,2009,Rabi       ,Barley,24,19,East India
Bihar,JAMUI,2009,Rabi       ,Gram,376,415,East India
Bihar,JAMUI,2009,Rabi       ,Khesari,88,88,East India
Bihar,JAMUI,2009,Rabi       ,Linseed,78,66,East India
Bihar,JAMUI,2009,Rabi       ,Maize,15,39,East India
Bihar,JAMUI,2009,Rabi       ,Masoor,220,216,East India
Bihar,JAMUI,2009,Rabi       ,Rapeseed & Mustard,14,21,East India
Bihar,JAMUI,2009,Rabi       ,Wheat,6859,6780,East India
Bihar,JAMUI,2009,Summer     ,Maize,32,48,East India
Bihar,JAMUI,2009,Summer     ,Moong(Green Gram),40,41,East India
Bihar,JAMUI,2009,Whole Year ,Sugarcane,76,2852,East India
Bihar,JAMUI,2009,Winter     ,Rice,37662,34745,East India
Bihar,JAMUI,2010,Autumn     ,Maize,2746,7008,East India
Bihar,JAMUI,2010,Autumn     ,Rice,24,26,East India
Bihar,JAMUI,2010,Kharif     ,Arhar/Tur,77,150,East India
Bihar,JAMUI,2010,Kharif     ,Horse-gram,607,573,East India
Bihar,JAMUI,2010,Kharif     ,Moong(Green Gram),36,24,East India
Bihar,JAMUI,2010,Kharif     ,Other Kharif pulses,14,12,East India
Bihar,JAMUI,2010,Kharif     ,Urad,1,1,East India
Bihar,JAMUI,2010,Rabi       ,Barley,51,47,East India
Bihar,JAMUI,2010,Rabi       ,Gram,458,490,East India
Bihar,JAMUI,2010,Rabi       ,Khesari,83,65,East India
Bihar,JAMUI,2010,Rabi       ,Linseed,90,74,East India
Bihar,JAMUI,2010,Rabi       ,Maize,20,84,East India
Bihar,JAMUI,2010,Rabi       ,Masoor,243,192,East India
Bihar,JAMUI,2010,Rabi       ,Peas & beans (Pulses),1,1,East India
Bihar,JAMUI,2010,Rabi       ,Rapeseed & Mustard,46,57,East India
Bihar,JAMUI,2010,Rabi       ,Wheat,7552,11303,East India
Bihar,JAMUI,2010,Summer     ,Maize,34,79,East India
Bihar,JAMUI,2010,Summer     ,Moong(Green Gram),39,39,East India
Bihar,JAMUI,2010,Whole Year ,Sugarcane,2390,161588,East India
Bihar,JAMUI,2010,Winter     ,Rice,35742,14950,East India
Bihar,JAMUI,2011,Autumn     ,Maize,2754,6743,East India
Bihar,JAMUI,2011,Autumn     ,Rice,27,43,East India
Bihar,JAMUI,2011,Kharif     ,Arhar/Tur,88,173,East India
Bihar,JAMUI,2011,Kharif     ,Horse-gram,626,596,East India
Bihar,JAMUI,2011,Kharif     ,Moong(Green Gram),36,22,East India
Bihar,JAMUI,2011,Kharif     ,Other Kharif pulses,546,420,East India
Bihar,JAMUI,2011,Kharif     ,Urad,1,1,East India
Bihar,JAMUI,2011,Rabi       ,Barley,51,35,East India
Bihar,JAMUI,2011,Rabi       ,Gram,467,587,East India
Bihar,JAMUI,2011,Rabi       ,Khesari,81,74,East India
Bihar,JAMUI,2011,Rabi       ,Linseed,87,75,East India
Bihar,JAMUI,2011,Rabi       ,Maize,20,126,East India
Bihar,JAMUI,2011,Rabi       ,Masoor,237,237,East India
Bihar,JAMUI,2011,Rabi       ,Peas & beans (Pulses),1,1,East India
Bihar,JAMUI,2011,Rabi       ,Rapeseed & Mustard,54,113,East India
Bihar,JAMUI,2011,Rabi       ,Wheat,7516,20486,East India
Bihar,JAMUI,2011,Summer     ,Maize,37,135,East India
Bihar,JAMUI,2011,Summer     ,Moong(Green Gram),37,41,East India
Bihar,JAMUI,2011,Winter     ,Rice,49101,102308,East India
Bihar,JAMUI,2012,Autumn     ,Maize,2602,3433,East India
Bihar,JAMUI,2012,Autumn     ,Rice,24,30,East India
Bihar,JAMUI,2012,Kharif     ,Arhar/Tur,90,172,East India
Bihar,JAMUI,2012,Kharif     ,Horse-gram,634,614,East India
Bihar,JAMUI,2012,Kharif     ,Moong(Green Gram),32,22,East India
Bihar,JAMUI,2012,Kharif     ,Other Kharif pulses,549,418,East India
Bihar,JAMUI,2012,Kharif     ,Urad,2,2,East India
Bihar,JAMUI,2012,Rabi       ,Barley,47,69,East India
Bihar,JAMUI,2012,Rabi       ,Gram,469,435,East India
Bihar,JAMUI,2012,Rabi       ,Khesari,81,114,East India
Bihar,JAMUI,2012,Rabi       ,Linseed,88,76,East India
Bihar,JAMUI,2012,Rabi       ,Maize,20,68,East India
Bihar,JAMUI,2012,Rabi       ,Masoor,227,304,East India
Bihar,JAMUI,2012,Rabi       ,Peas & beans (Pulses),1,1,East India
Bihar,JAMUI,2012,Rabi       ,Rapeseed & Mustard,55,112,East India
Bihar,JAMUI,2012,Rabi       ,Wheat,7523,15722,East India
Bihar,JAMUI,2012,Summer     ,Maize,39,235,East India
Bihar,JAMUI,2012,Summer     ,Moong(Green Gram),45,28,East India
Bihar,JAMUI,2012,Whole Year ,Sugarcane,646,42224,East India
Bihar,JAMUI,2012,Winter     ,Rice,49939,73285,East India
Bihar,JAMUI,2013,Autumn     ,Maize,2672,3981,East India
Bihar,JAMUI,2013,Autumn     ,Rice,23,28,East India
Bihar,JAMUI,2013,Kharif     ,Arhar/Tur,217,420,East India
Bihar,JAMUI,2013,Kharif     ,Horse-gram,669,637,East India
Bihar,JAMUI,2013,Kharif     ,Moong(Green Gram),52,41,East India
Bihar,JAMUI,2013,Kharif     ,Other Kharif pulses,414,311,East India
Bihar,JAMUI,2013,Kharif     ,Sesamum,3,3,East India
Bihar,JAMUI,2013,Kharif     ,Urad,2,2,East India
Bihar,JAMUI,2013,Rabi       ,Barley,44,62,East India
Bihar,JAMUI,2013,Rabi       ,Gram,1006,853,East India
Bihar,JAMUI,2013,Rabi       ,Khesari,79,118,East India
Bihar,JAMUI,2013,Rabi       ,Linseed,66,56,East India
Bihar,JAMUI,2013,Rabi       ,Maize,24,106,East India
Bihar,JAMUI,2013,Rabi       ,Masoor,217,329,East India
Bihar,JAMUI,2013,Rabi       ,Peas & beans (Pulses),19,20,East India
Bihar,JAMUI,2013,Rabi       ,Rapeseed & Mustard,211,175,East India
Bihar,JAMUI,2013,Rabi       ,Wheat,8673,17453,East India
Bihar,JAMUI,2013,Summer     ,Maize,85,167,East India
Bihar,JAMUI,2013,Summer     ,Moong(Green Gram),72,83,East India
Bihar,JAMUI,2013,Whole Year ,Sugarcane,1003,48804,East India
Bihar,JAMUI,2013,Winter     ,Rice,50321,91599,East India
Bihar,JAMUI,2014,Autumn     ,Maize,2065,3597,East India
Bihar,JAMUI,2014,Kharif     ,Arhar/Tur,505,954,East India
Bihar,JAMUI,2014,Kharif     ,Horse-gram,1201,1149,East India
Bihar,JAMUI,2014,Kharif     ,Moong(Green Gram),61,55,East India
Bihar,JAMUI,2014,Kharif     ,Other Kharif pulses,1,1,East India
Bihar,JAMUI,2014,Kharif     ,Sesamum,3,3,East India
Bihar,JAMUI,2014,Rabi       ,Barley,141,156,East India
Bihar,JAMUI,2014,Rabi       ,Gram,2140,950,East India
Bihar,JAMUI,2014,Rabi       ,Khesari,222,149,East India
Bihar,JAMUI,2014,Rabi       ,Linseed,261,225,East India
Bihar,JAMUI,2014,Rabi       ,Maize,227,785,East India
Bihar,JAMUI,2014,Rabi       ,Masoor,1553,1407,East India
Bihar,JAMUI,2014,Rabi       ,Peas & beans (Pulses),2,2,East India
Bihar,JAMUI,2014,Rabi       ,Rapeseed & Mustard,693,938,East India
Bihar,JAMUI,2014,Rabi       ,Wheat,11332,13236,East India
Bihar,JAMUI,2014,Summer     ,Maize,506,1968,East India
Bihar,JAMUI,2014,Summer     ,Moong(Green Gram),634,367,East India
Bihar,JAMUI,2014,Whole Year ,Sugarcane,610,34770,East India
Bihar,JAMUI,2014,Winter     ,Rice,42837,87453,East India
Bihar,JEHANABAD,1997,Autumn     ,Rice,3,3,East India
Bihar,JEHANABAD,1997,Kharif     ,Arhar/Tur,201,302,East India
Bihar,JEHANABAD,1997,Kharif     ,Dry ginger,2,3,East India
Bihar,JEHANABAD,1997,Kharif     ,Groundnut,7,8,East India
Bihar,JEHANABAD,1997,Kharif     ,Maize,8,10,East India
Bihar,JEHANABAD,1997,Kharif     ,Other Kharif pulses,4,2,East India
Bihar,JEHANABAD,1997,Kharif     ,Sesamum,29,17,East India
Bihar,JEHANABAD,1997,Kharif     ,Small millets,9,4,East India
Bihar,JEHANABAD,1997,Rabi       ,Barley,699,487,East India
Bihar,JEHANABAD,1997,Rabi       ,Gram,2222,787,East India
Bihar,JEHANABAD,1997,Rabi       ,Linseed,645,362,East India
Bihar,JEHANABAD,1997,Rabi       ,Maize,670,2011,East India
Bihar,JEHANABAD,1997,Rabi       ,Other  Rabi pulses,181,129,East India
Bihar,JEHANABAD,1997,Rabi       ,Rapeseed & Mustard,593,433,East India
Bihar,JEHANABAD,1997,Rabi       ,Sunflower,83,78,East India
Bihar,JEHANABAD,1997,Rabi       ,Wheat,44404,80116,East India
Bihar,JEHANABAD,1997,Summer     ,Maize,214,452,East India
Bihar,JEHANABAD,1997,Summer     ,Rice,124,250,East India
Bihar,JEHANABAD,1997,Whole Year ,Coriander,25,12,East India
Bihar,JEHANABAD,1997,Whole Year ,Dry chillies,30,23,East India
Bihar,JEHANABAD,1997,Whole Year ,Garlic,7,9,East India
Bihar,JEHANABAD,1997,Whole Year ,Onion,180,1375,East India
Bihar,JEHANABAD,1997,Whole Year ,Potato,1747,14740,East India
Bihar,JEHANABAD,1997,Whole Year ,Ragi,1,1,East India
Bihar,JEHANABAD,1997,Whole Year ,Sannhamp,2,1,East India
Bihar,JEHANABAD,1997,Whole Year ,Sugarcane,331,7027,East India
Bihar,JEHANABAD,1997,Winter     ,Rice,90101,125150,East India
Bihar,JEHANABAD,1998,Kharif     ,Arhar/Tur,207,274,East India
Bihar,JEHANABAD,1998,Kharif     ,Blackgram,62,46,East India
Bihar,JEHANABAD,1998,Kharif     ,Groundnut,7,8,East India
Bihar,JEHANABAD,1998,Kharif     ,Maize,8,8,East India
Bihar,JEHANABAD,1998,Kharif     ,Other Kharif pulses,41,26,East India
Bihar,JEHANABAD,1998,Kharif     ,Ragi,1,1,East India
Bihar,JEHANABAD,1998,Kharif     ,Sesamum,30,16,East India
Bihar,JEHANABAD,1998,Kharif     ,Small millets,8,4,East India
Bihar,JEHANABAD,1998,Kharif     ,Sunflower,48,45,East India
Bihar,JEHANABAD,1998,Rabi       ,Barley,681,639,East India
Bihar,JEHANABAD,1998,Rabi       ,Gram,2104,1786,East India
Bihar,JEHANABAD,1998,Rabi       ,Linseed,616,388,East India
Bihar,JEHANABAD,1998,Rabi       ,Maize,464,1384,East India
Bihar,JEHANABAD,1998,Rabi       ,Other  Rabi pulses,18614,23581,East India
Bihar,JEHANABAD,1998,Rabi       ,Rapeseed & Mustard,716,763,East India
Bihar,JEHANABAD,1998,Rabi       ,Wheat,42421,103444,East India
Bihar,JEHANABAD,1998,Summer     ,Maize,204,475,East India
Bihar,JEHANABAD,1998,Summer     ,Rice,121,270,East India
Bihar,JEHANABAD,1998,Whole Year ,Coriander,15,9,East India
Bihar,JEHANABAD,1998,Whole Year ,Dry chillies,22,18,East India
Bihar,JEHANABAD,1998,Whole Year ,Dry ginger,2,3,East India
Bihar,JEHANABAD,1998,Whole Year ,Garlic,8,12,East India
Bihar,JEHANABAD,1998,Whole Year ,Onion,231,1261,East India
Bihar,JEHANABAD,1998,Whole Year ,Potato,1858,18832,East India
Bihar,JEHANABAD,1998,Whole Year ,Sannhamp,3,1,East India
Bihar,JEHANABAD,1998,Whole Year ,Sugarcane,330,17137,East India
Bihar,JEHANABAD,1998,Winter     ,Rice,87698,154640,East India
Bihar,JEHANABAD,1999,Kharif     ,Arhar/Tur,170,179,East India
Bihar,JEHANABAD,1999,Kharif     ,Horse-gram,36,28,East India
Bihar,JEHANABAD,1999,Kharif     ,Jowar,819,1085,East India
Bihar,JEHANABAD,1999,Kharif     ,Maize,9,12,East India
Bihar,JEHANABAD,1999,Kharif     ,Ragi,1,1,East India
Bihar,JEHANABAD,1999,Kharif     ,Rice,3,3,East India
Bihar,JEHANABAD,1999,Kharif     ,Sesamum,13,7,East India
Bihar,JEHANABAD,1999,Kharif     ,Sunflower,19,11,East India
Bihar,JEHANABAD,1999,Kharif     ,Urad,12,9,East India
Bihar,JEHANABAD,1999,Rabi       ,Gram,3113,3191,East India
Bihar,JEHANABAD,1999,Rabi       ,Khesari,12960,13258,East India
Bihar,JEHANABAD,1999,Rabi       ,Linseed,293,164,East India
Bihar,JEHANABAD,1999,Rabi       ,Maize,291,876,East India
Bihar,JEHANABAD,1999,Rabi       ,Masoor,7770,8500,East India
Bihar,JEHANABAD,1999,Rabi       ,Peas & beans (Pulses),1857,1328,East India
Bihar,JEHANABAD,1999,Rabi       ,Rapeseed & Mustard,633,603,East India
Bihar,JEHANABAD,1999,Rabi       ,Wheat,38028,77884,East India
Bihar,JEHANABAD,1999,Summer     ,Maize,181,435,East India
Bihar,JEHANABAD,1999,Summer     ,Rice,52,66,East India
Bihar,JEHANABAD,1999,Whole Year ,Coriander,30,16,East India
Bihar,JEHANABAD,1999,Whole Year ,Dry chillies,68,61,East India
Bihar,JEHANABAD,1999,Whole Year ,Garlic,16,23,East India
Bihar,JEHANABAD,1999,Whole Year ,Onion,148,1814,East India
Bihar,JEHANABAD,1999,Whole Year ,Potato,1793,11183,East India
Bihar,JEHANABAD,1999,Whole Year ,Sugarcane,338,14279,East India
Bihar,JEHANABAD,1999,Whole Year ,Sweet potato,1,14,East India
Bihar,JEHANABAD,1999,Whole Year ,Tobacco,4,4,East India
Bihar,JEHANABAD,2000,Autumn     ,Rice,86255,134076,East India
Bihar,JEHANABAD,2000,Kharif     ,Arhar/Tur,243,185,East India
Bihar,JEHANABAD,2000,Kharif     ,Horse-gram,36,28,East India
Bihar,JEHANABAD,2000,Kharif     ,Maize,284,212,East India
Bihar,JEHANABAD,2000,Kharif     ,Moong(Green Gram),21,10,East India
Bihar,JEHANABAD,2000,Kharif     ,Other Kharif pulses,1,0,East India
Bihar,JEHANABAD,2000,Kharif     ,Ragi,23,85,East India
Bihar,JEHANABAD,2000,Kharif     ,Rice,3,4,East India
Bihar,JEHANABAD,2000,Kharif     ,Sesamum,31,17,East India
Bihar,JEHANABAD,2000,Kharif     ,Sunflower,61,102,East India
Bihar,JEHANABAD,2000,Kharif     ,Urad,42,24,East India
Bihar,JEHANABAD,2000,Rabi       ,Barley,703,766,East India
Bihar,JEHANABAD,2000,Rabi       ,Gram,2707,2103,East India
Bihar,JEHANABAD,2000,Rabi       ,Khesari,12785,10343,East India
Bihar,JEHANABAD,2000,Rabi       ,Linseed,367,232,East India
Bihar,JEHANABAD,2000,Rabi       ,Maize,243,710,East India
Bihar,JEHANABAD,2000,Rabi       ,Masoor,8104,8112,East India
Bihar,JEHANABAD,2000,Rabi       ,Moong(Green Gram),14,8,East India
Bihar,JEHANABAD,2000,Rabi       ,Peas & beans (Pulses),1783,1721,East India
Bihar,JEHANABAD,2000,Rabi       ,Rapeseed & Mustard,366,412,East India
Bihar,JEHANABAD,2000,Rabi       ,Wheat,35570,66411,East India
Bihar,JEHANABAD,2000,Summer     ,Maize,290,789,East India
Bihar,JEHANABAD,2000,Summer     ,Rice,37,53,East India
Bihar,JEHANABAD,2000,Whole Year ,Coriander,20,12,East India
Bihar,JEHANABAD,2000,Whole Year ,Dry chillies,61,65,East India
Bihar,JEHANABAD,2000,Whole Year ,Garlic,17,25,East India
Bihar,JEHANABAD,2000,Whole Year ,Onion,191,1643,East India
Bihar,JEHANABAD,2000,Whole Year ,Potato,1927,15149,East India
Bihar,JEHANABAD,2000,Whole Year ,Sugarcane,341,15350,East India
Bihar,JEHANABAD,2000,Whole Year ,Sweet potato,1,12,East India
Bihar,JEHANABAD,2000,Whole Year ,Tobacco,4,5,East India
Bihar,JEHANABAD,2001,Autumn     ,Maize,673,6807,East India
Bihar,JEHANABAD,2001,Autumn     ,Rice,84038,163470,East India
Bihar,JEHANABAD,2001,Kharif     ,Arhar/Tur,408,469,East India
Bihar,JEHANABAD,2001,Kharif     ,Groundnut,11,6,East India
Bihar,JEHANABAD,2001,Kharif     ,Horse-gram,50,40,East India
Bihar,JEHANABAD,2001,Kharif     ,Moong(Green Gram),32,22,East India
Bihar,JEHANABAD,2001,Kharif     ,Other Kharif pulses,1,1,East India
Bihar,JEHANABAD,2001,Kharif     ,Ragi,53,47,East India
Bihar,JEHANABAD,2001,Kharif     ,Rice,2,3,East India
Bihar,JEHANABAD,2001,Kharif     ,Sesamum,13,8,East India
Bihar,JEHANABAD,2001,Kharif     ,Sunflower,92,107,East India
Bihar,JEHANABAD,2001,Kharif     ,Urad,29,19,East India
Bihar,JEHANABAD,2001,Rabi       ,Barley,457,527,East India
Bihar,JEHANABAD,2001,Rabi       ,Gram,2647,2499,East India
Bihar,JEHANABAD,2001,Rabi       ,Khesari,12644,9154,East India
Bihar,JEHANABAD,2001,Rabi       ,Linseed,469,333,East India
Bihar,JEHANABAD,2001,Rabi       ,Maize,178,591,East India
Bihar,JEHANABAD,2001,Rabi       ,Masoor,7223,6125,East India
Bihar,JEHANABAD,2001,Rabi       ,Other  Rabi pulses,93,65,East India
Bihar,JEHANABAD,2001,Rabi       ,Peas & beans (Pulses),1026,1010,East India
Bihar,JEHANABAD,2001,Rabi       ,Rapeseed & Mustard,451,466,East India
Bihar,JEHANABAD,2001,Rabi       ,Wheat,36250,77882,East India
Bihar,JEHANABAD,2001,Summer     ,Maize,362,900,East India
Bihar,JEHANABAD,2001,Summer     ,Rice,3,3,East India
Bihar,JEHANABAD,2001,Whole Year ,Coriander,26,15,East India
Bihar,JEHANABAD,2001,Whole Year ,Dry chillies,14,14,East India
Bihar,JEHANABAD,2001,Whole Year ,Garlic,18,26,East India
Bihar,JEHANABAD,2001,Whole Year ,Onion,202,2266,East India
Bihar,JEHANABAD,2001,Whole Year ,Potato,2506,19513,East India
Bihar,JEHANABAD,2001,Whole Year ,Sugarcane,460,20466,East India
Bihar,JEHANABAD,2001,Whole Year ,Sweet potato,2,18,East India
Bihar,JEHANABAD,2001,Whole Year ,Tobacco,4,8,East India
Bihar,JEHANABAD,2001,Whole Year ,Turmeric,1,1,East India
Bihar,JEHANABAD,2002,Autumn     ,Maize,705,813,East India
Bihar,JEHANABAD,2002,Autumn     ,Rice,177,194,East India
Bihar,JEHANABAD,2002,Kharif     ,Arhar/Tur,231,278,East India
Bihar,JEHANABAD,2002,Kharif     ,Bajra,1,1,East India
Bihar,JEHANABAD,2002,Kharif     ,Jowar,1,1,East India
Bihar,JEHANABAD,2002,Kharif     ,Moong(Green Gram),95,35,East India
Bihar,JEHANABAD,2002,Kharif     ,Ragi,169,116,East India
Bihar,JEHANABAD,2002,Kharif     ,Sesamum,36,31,East India
Bihar,JEHANABAD,2002,Kharif     ,Sunflower,49,62,East India
Bihar,JEHANABAD,2002,Kharif     ,Urad,62,46,East India
Bihar,JEHANABAD,2002,Rabi       ,Barley,1212,1116,East India
Bihar,JEHANABAD,2002,Rabi       ,Gram,2846,4095,East India
Bihar,JEHANABAD,2002,Rabi       ,Khesari,10750,6267,East India
Bihar,JEHANABAD,2002,Rabi       ,Linseed,317,241,East India
Bihar,JEHANABAD,2002,Rabi       ,Maize,219,572,East India
Bihar,JEHANABAD,2002,Rabi       ,Masoor,7329,8795,East India
Bihar,JEHANABAD,2002,Rabi       ,Other  Rabi pulses,100,71,East India
Bihar,JEHANABAD,2002,Rabi       ,Peas & beans (Pulses),961,858,East India
Bihar,JEHANABAD,2002,Rabi       ,Rapeseed & Mustard,397,384,East India
Bihar,JEHANABAD,2002,Rabi       ,Wheat,34230,80656,East India
Bihar,JEHANABAD,2002,Summer     ,Maize,249,684,East India
Bihar,JEHANABAD,2002,Summer     ,Moong(Green Gram),22,13,East India
Bihar,JEHANABAD,2002,Summer     ,Rice,2,3,East India
Bihar,JEHANABAD,2002,Whole Year ,Coriander,33,21,East India
Bihar,JEHANABAD,2002,Whole Year ,Dry chillies,17,11,East India
Bihar,JEHANABAD,2002,Whole Year ,Garlic,17,25,East India
Bihar,JEHANABAD,2002,Whole Year ,Onion,250,1170,East India
Bihar,JEHANABAD,2002,Whole Year ,Potato,1840,16904,East India
Bihar,JEHANABAD,2002,Whole Year ,Sugarcane,382,17628,East India
Bihar,JEHANABAD,2002,Whole Year ,Sweet potato,11,128,East India
Bihar,JEHANABAD,2002,Winter     ,Rice,61161,100482,East India
Bihar,JEHANABAD,2003,Kharif     ,Arhar/Tur,411,558,East India
Bihar,JEHANABAD,2003,Kharif     ,Bajra,1,1,East India
Bihar,JEHANABAD,2003,Kharif     ,Castor seed,2,2,East India
Bihar,JEHANABAD,2003,Kharif     ,Dry ginger,1,2,East India
Bihar,JEHANABAD,2003,Kharif     ,Groundnut,1,0,East India
Bihar,JEHANABAD,2003,Kharif     ,Jowar,1,1,East India
Bihar,JEHANABAD,2003,Kharif     ,Maize,354,605,East India
Bihar,JEHANABAD,2003,Kharif     ,Moong(Green Gram),21,13,East India
Bihar,JEHANABAD,2003,Kharif     ,Other Kharif pulses,5,3,East India
Bihar,JEHANABAD,2003,Kharif     ,Ragi,36,24,East India
Bihar,JEHANABAD,2003,Kharif     ,Sesamum,6,3,East India
Bihar,JEHANABAD,2003,Kharif     ,Sunflower,43,59,East India
Bihar,JEHANABAD,2003,Kharif     ,Urad,23,17,East India
Bihar,JEHANABAD,2003,Rabi       ,Barley,195,200,East India
Bihar,JEHANABAD,2003,Rabi       ,Gram,977,1113,East India
Bihar,JEHANABAD,2003,Rabi       ,Khesari,5390,4193,East India
Bihar,JEHANABAD,2003,Rabi       ,Linseed,314,246,East India
Bihar,JEHANABAD,2003,Rabi       ,Maize,139,421,East India
Bihar,JEHANABAD,2003,Rabi       ,Masoor,4516,3970,East India
Bihar,JEHANABAD,2003,Rabi       ,Peas & beans (Pulses),217,203,East India
Bihar,JEHANABAD,2003,Rabi       ,Rapeseed & Mustard,383,342,East India
Bihar,JEHANABAD,2003,Rabi       ,Wheat,19220,47494,East India
Bihar,JEHANABAD,2003,Summer     ,Maize,185,516,East India
Bihar,JEHANABAD,2003,Summer     ,Moong(Green Gram),64,31,East India
Bihar,JEHANABAD,2003,Whole Year ,Coriander,23,16,East India
Bihar,JEHANABAD,2003,Whole Year ,Dry chillies,18,12,East India
Bihar,JEHANABAD,2003,Whole Year ,Garlic,10,15,East India
Bihar,JEHANABAD,2003,Whole Year ,Onion,219,1673,East India
Bihar,JEHANABAD,2003,Whole Year ,Potato,1518,17228,East India
Bihar,JEHANABAD,2003,Whole Year ,Sannhamp,9,6,East India
Bihar,JEHANABAD,2003,Whole Year ,Sugarcane,136,5783,East India
Bihar,JEHANABAD,2003,Whole Year ,Sweet potato,10,116,East India
Bihar,JEHANABAD,2003,Whole Year ,Turmeric,3,3,East India
Bihar,JEHANABAD,2003,Winter     ,Rice,44571,80925,East India
Bihar,JEHANABAD,2004,Kharif     ,Arhar/Tur,122,124,East India
Bihar,JEHANABAD,2004,Kharif     ,Groundnut,4,2,East India
Bihar,JEHANABAD,2004,Kharif     ,Maize,353,470,East India
Bihar,JEHANABAD,2004,Kharif     ,Moong(Green Gram),47,13,East India
Bihar,JEHANABAD,2004,Kharif     ,Other Kharif pulses,7,3,East India
Bihar,JEHANABAD,2004,Kharif     ,Ragi,69,47,East India
Bihar,JEHANABAD,2004,Kharif     ,Sesamum,10,5,East India
Bihar,JEHANABAD,2004,Kharif     ,Sunflower,23,34,East India
Bihar,JEHANABAD,2004,Kharif     ,Urad,46,34,East India
Bihar,JEHANABAD,2004,Rabi       ,Barley,215,126,East India
Bihar,JEHANABAD,2004,Rabi       ,Gram,1829,1295,East India
Bihar,JEHANABAD,2004,Rabi       ,Khesari,6775,4248,East India
Bihar,JEHANABAD,2004,Rabi       ,Linseed,195,164,East India
Bihar,JEHANABAD,2004,Rabi       ,Maize,168,520,East India
Bihar,JEHANABAD,2004,Rabi       ,Masoor,6260,3430,East India
Bihar,JEHANABAD,2004,Rabi       ,Peas & beans (Pulses),179,158,East India
Bihar,JEHANABAD,2004,Rabi       ,Rapeseed & Mustard,170,156,East India
Bihar,JEHANABAD,2004,Rabi       ,Wheat,22710,43974,East India
Bihar,JEHANABAD,2004,Summer     ,Maize,158,493,East India
Bihar,JEHANABAD,2004,Summer     ,Moong(Green Gram),48,26,East India
Bihar,JEHANABAD,2004,Whole Year ,Coriander,28,18,East India
Bihar,JEHANABAD,2004,Whole Year ,Dry chillies,24,17,East India
Bihar,JEHANABAD,2004,Whole Year ,Garlic,6,9,East India
Bihar,JEHANABAD,2004,Whole Year ,Onion,100,724,East India
Bihar,JEHANABAD,2004,Whole Year ,Potato,1205,7778,East India
Bihar,JEHANABAD,2004,Whole Year ,Sannhamp,18,14,East India
Bihar,JEHANABAD,2004,Whole Year ,Sugarcane,157,5645,East India
Bihar,JEHANABAD,2004,Whole Year ,Sweet potato,1,14,East India
Bihar,JEHANABAD,2004,Winter     ,Rice,34334,13230,East India
Bihar,JEHANABAD,2005,Kharif     ,Arhar/Tur,255,381,East India
Bihar,JEHANABAD,2005,Kharif     ,Groundnut,213,105,East India
Bihar,JEHANABAD,2005,Kharif     ,Horse-gram,10,9,East India
Bihar,JEHANABAD,2005,Kharif     ,Jowar,7,7,East India
Bihar,JEHANABAD,2005,Kharif     ,Maize,308,330,East India
Bihar,JEHANABAD,2005,Kharif     ,Moong(Green Gram),39,25,East India
Bihar,JEHANABAD,2005,Kharif     ,Other Kharif pulses,1,1225.658039,East India
